Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
New Caledonia,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,36,32,30,46,41,47,47,48,49,58,59,53,55,56,NA
Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Niue,NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,NLDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.1,NA
North America,NOAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,1049,1047,1093,1159,1254,1398,NA,NA
Non-OECD,NOEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2275.7,2388.9,2479.6,2547.8,2763.5,2914.3,3015.2,NA,NA
Norway,NOR,21.01697587,20,21,21,25,23,17,24,28,27,22,21,19,21,22,21,23,25,22,18,16,30,139,151,161,164,203,198,167,168,152,154,155,149,158
Nepal,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
New Zealand,NZL,0.424940371,0.7,0.8,0.9,1.4,2.6,3.3,3.1,3.4,3.4,3.1,3.9,4.3,4.5,4.4,4.1,4.8,5.5,5.4,5.8,5.9,6.6,6.3,4.7,5.1,4.7,4.1,3,2.2,2.2,4.5,4.5,5,5.4,6.3
OECD - Asia And Oceania,OEAO,51.357841785,50.1,51.2,49.3,52.8,66,68.7,67.5,67.8,65.8,64.1,61.9,30.3,35.5,37.4,37.1,34.8,14.1,26.4,24.8,53.9,59.6,65.3,66.7,82.1,70.7,77.1,78,71.2,72.2,72.5,91.5,94,88.4,91.3
OECD,OECD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389.4,1371.3,1330.3,1376.7,1423.7,1538,1676.9,NA,NA
OECD - Europe,OEEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,60.5,60.2,62,66.5,50.9,51,54,90.5,180,174.6,231,229.8,252.3,244.3,212.1,211.5,192.2,192.5,184.9,184.3,NA
OECD - North America,OENA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,1049,1047,1093,1159,1254,1398,1566,1759
Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,10,1,1,1,1,1.5,4.8,4.5,6,6.3,6.6,8.3,8.2,7.6,7.5,7.6,7.6,7.6,8.1,NA
OPEC - Africa,OPAF,25.68083309,31,35,32,70,82,99,119.5,123.5,122.5,150.8,152,150.3,154,151,154,166,202,254,292,335,338,343,355,331.6,341,330,351,354,349,323.5,313.5,302,300.7,NA
OPEC,OPEC,444.143381468,490.9,473.4,430.5,510,485,549,604.5,631.5,656.5,727.8,727,794.3,893,933,967,1053,1100,1128,1280,1406,1424,1432,1434,1468.6,1510,1432,1489,1519,1518,1575.5,1661.5,1708,NA,NA
Non-OPEC,OPNO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235.561724818,2273.366179186,2293.366815524,2408.696095524,2613.796095524,2792.773178907,2985.973178907,NA,NA
OPEC - South America,OPSA,40.60217141,37,42,33,34,41,58,59,63,52,54,75,63,72,91,95,112,110,101,123,120,123,120,99,126,151,121,151,133,130,125,167,175,174,NA
Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,2.5,2.9,2.5,2.2,1.1,2.6,3.3,3.5,4,4.1,3.7,4.3,4.3,4.5,5.6,10,11,10,9,8.6,7.3,6.3,6.3,6,NA
Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Peru,PER,0.210685256,0.2,0.2,0.030105166,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.5,0.3,0.3,0.4,0.4,1,1.6,1.6,1.6,1.6,1.5,5.1,15,18,18,20,33,37,37,40,46,NA
Persian Gulf,PERG,381.050862794,434.9,408.4,381.5,427,379,410,448.8,464.8,503.6,549.9,528.7,621.4,706.8,729.9,758.6,818.1,830.9,817.7,912.6,999.2,1013.3,1015.4,1042,1080.2,1098.4,1076.1,1107.8,1193.8,1224.8,1385,1487.3,1542.2,1495.6,NA
Philippines,PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0.05853,0.02928,0.02928,0.08781,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
North Korea,PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0.02928,0,0,0,0,0,0,0,0,0,0,0.02928,0.02928,0,0.02928,0,0.6,0.4,0,0,0,0,0,0
Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Palestinian Territories,PSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
French Polynesia,PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,QAT,3.190485826,12,12,16,21,17,18,18,15,17,22,22,33,33,32,34,37,37,39,42,43,45,41,57,64,75,90,116,157,181,253,301,306,317,NA
Reunion,REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Russia,RUS,--,--,--,--,--,--,--,--,--,--,--,--,179,144,112,127,113,121,109,138,173,142,181,205,210,227,251,259,273,313,334,347,377,NA,NA
Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,298.7607168,362,347,266,287,255,245,262,284,293,384,413,439,450,484,515,534,540,539,519,550,555,600,604,621,635,632,613,624,656,714,752,807,755,NA
Former Serbia and Montenegro,SCG,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Saint Helena,SHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Serbia,SRB,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0.3,0.1,0.2,0.2,0,2.1,NA
South Sudan,SSD,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,
Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Former U.S.S.R.,SUN,0,0,0,0,0,0,0,0,0,0,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Slovakia,SVK,--,--,--,--,--,--,--,--,--,--,--,--,--,0.05853,0.08781,0.05853,0.02928,0.02928,0.02928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.05853,0,0,0,0,0,0.02928,0,0,0,0,0,0,0,0,0,0,0.05853
Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syria,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,10,7.7,7.1,8.1,9,10,10,10,10,10,10,9.7,7.2,4,NA
Turks and Caicos Islands,TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Thailand,THA,0,0,0,0,0,11,14,12,14,9.1,14,22,23,24,25,28,32,41,41,45,54,60,63,64,65,81,81,91,84,85,84,108,117,111,NA
Tajikistan,TJK,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Turkmenistan,TKM,--,--,--,--,--,--,--,--,--,--,--,--,8.7,7.4,6.9,7.2,9,12,15,16,16,16,18,20,20,19,17,18,18,6.8,8.1,16,18,26,NA
Timor-Leste,TLS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,TON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,3.1,6.4,6.1,6.5,7,8.3,7.6,7.7,11,13,14,15,18,18,15,20,20,23,27,29,27,21,20,NA
Tunisia,TUN,0,0,0,0,0,0,0,1.5,2.7,3.2,3.2,2.8,2.9,2.6,2.4,2.4,2.4,2.4,3.7,2.2,1.9,2.8,2.8,2.4,2.6,2.1,2.1,2,2.3,2.6,3.4,3.7,3.9,4,NA
Turkiye,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Taiwan,TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,0,NA
Tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,UKR,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
United States,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,812,819,870,928,999,1117,1288,1529
U.S. Pacific Islands,USIQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Uzbekistan,UZB,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Saint Vincent/Grenadines,VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Venezuela,VEN,40.60217141,37,42,33,34,41,58,59,63,52,54,75,63,72,91,95,112,110,101,123,120,123,120,99,126,151,121,151,133,130,125,167,175,174,NA
British Virgin Islands,VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
U.S. Virgin Islands,VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05797,4.6,7.4,7.7,10,8.9,11,9.9,10,8.1,7.5,7.5,7,7.1,7.7,8.1,NA
Vanuatu,VUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Island,WAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
World,WORL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3665.1,3760.2,3809.9,3924.5,4187.2,4452.3,4692.1,NA,NA
Samoa,WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosovo,XKS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,NA
Yemen,YEM,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,7,8.1,9,9.7,11,11,11,12,13,18,19,20,20,20,21,21,20,20,16,18,21,NA
Former Yugoslavia,YUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Africa,ZAF,0.270895589,0.4,0.7,1.2,1.3,1.3,1.4,1.5,1.6,1.9,1.8,1.9,2.4,2.7,2.6,2.6,2.5,2.3,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Zambia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Zimbabwe,ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
